Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.429528236,4.410495,0.5862505,-0.4751349,-0.4628097,0.1035277,0.8088784,27.71133,-44.14838,-29.56365,1001.554
0.432027340,6.207396,0.288454,-0.4751349,-0.4632801,0.1031672,0.8189121,27.71133,-44.14838,-29.56365,1001.554
0.434522629,6.950941,0.1693354,-0.3527345,-0.4572963,0.1249145,0.8378601,27.71133,-44.14838,-29.56365,1001.554
0.437019825,6.765055,0.1097761,-0.2303341,-0.4597834,0.1550254,0.8424234,27.71133,-44.14838,-29.56365,1001.554
0.439517498,5.525813,0.1097761,-0.1691339,-0.4525732,0.1620802,0.8500114,27.71133,-44.14838,-29.56365,1001.554
0.442014694,3.914799,0.05021676,-0.2915343,-0.4583462,0.1571012,0.8500503,27.71133,-44.14838,-29.56365,1001.554
0.444511890,2.613595,0.1693354,-0.6587355,-0.4645004,0.1451048,0.8343766,27.71133,-44.14838,-29.56365,1001.554
0.447008610,2.117898,0.1693354,-0.7199357,-0.4667968,0.1361559,0.8225002,27.71133,-44.14838,-29.56365,1001.554
0.449505806,2.055936,-0.2475797,-0.9035363,-0.4692281,0.1362516,0.8334872,27.71133,-44.14838,-29.56365,1001.554
0.452003002,1.684164,-0.1284611,-0.8423361,-0.4658901,0.1412747,0.8406144,27.71133,-44.14838,-29.56365,1001.554
0.454500675,0.9406185,-0.3666984,-0.9035363,-0.459087,0.1439965,0.8515773,27.71766,-44.51727,-29.55723,1001.554
0.456997871,-0.1746991,-0.2475797,-1.087137,-0.46378,0.133202,0.8507017,27.71766,-44.51727,-29.55723,1001.554
0.459495067,-1.166093,-0.1880204,-1.148337,-0.4662482,0.1339848,0.8406667,27.71766,-44.51727,-29.55723,1001.554
0.461992264,-1.413941,-0.1284611,-1.087137,-0.465744,0.1323912,0.8296914,27.71766,-44.51727,-29.55723,1001.554
0.464489937,-0.9182442,-0.3666984,-0.9647365,-0.4652406,0.1313989,0.8273098,27.71766,-44.51727,-29.55723,1001.554
0.466987133,-0.6703959,-0.4262576,-0.9035363,-0.4658703,0.1397286,0.8339381,27.71766,-44.51727,-29.55723,1001.554
0.469484329,-1.166093,-0.4262576,-1.087137,-0.4639868,0.1442607,0.8429803,27.71766,-44.51727,-29.55723,1001.554
0.471981525,-1.413941,-0.485817,-1.148337,-0.4682145,0.1343636,0.8358884,27.71766,-44.51727,-29.55723,1001.554
0.474479198,-1.785713,-0.5453762,-1.087137,-0.4716209,0.1338499,0.8392378,27.71766,-44.51727,-29.55723,1001.554
0.476975918,-2.219448,-0.6644948,-1.087137,-0.4715159,0.1280392,0.8402345,27.71766,-44.51727,-29.55723,1001.554
0.479473114,-2.219448,-0.6049355,-1.148337,-0.4666775,0.1305514,0.8387807,27.71766,-44.51727,-29.55723,1001.554
0.481970310,-2.157486,-0.5453762,-1.087137,-0.4642885,0.1335093,0.8382806,27.71766,-44.51727,-29.55723,1001.554
0.484467506,-2.28141,-0.3071391,-1.025937,-0.4627891,0.1322073,0.8473646,27.71766,-44.51727,-29.55723,1001.554
0.486965179,-2.467297,-0.4262576,-1.087137,-0.4681923,0.1334639,0.8411492,27.71766,-44.51727,-29.55723,1001.554
0.489462376,-2.529259,-0.6049355,-1.025937,-0.4720672,0.1313936,0.8378226,27.71766,-44.51727,-29.55723,1001.554
0.491959572,-2.715145,-0.3666984,-0.9035363,-0.4710266,0.1280626,0.8411894,27.71766,-44.51727,-29.55723,1001.554
0.494456768,-2.653183,-0.3071391,-0.9035363,-0.4647697,0.1336019,0.8459228,27.71766,-44.51727,-29.55723,1001.554
0.496954441,-2.715145,-0.485817,-0.7199357,-0.4671714,0.1310713,0.8421209,27.71766,-44.51727,-29.55723,1001.554
0.499451637,-2.653183,-0.3666984,-0.6587355,-0.4740656,0.1337523,0.8358963,27.71766,-44.51727,-29.55723,1001.552
0.501948833,-2.467297,-0.485817,-0.7199357,-0.4707471,0.1397138,0.8406284,27.71766,-44.51727,-29.55723,1001.552
